list_name,official_id,gender,additional_info,extra
EU,EU.4019.75,"","","{""addresses"":[{""city"":"""",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""US""}],""name_aliases"":[{""full_name"":""alexanda kote""},{""full_name"":""alexe kotey""},{""full_name"":""alexanda amon kotey""}],""citizenships"":[{""place"":"""",""country_code"":""GB""}],""birth_datas"":[{""date"":""1983-12-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""London"",""country_code"":""GB""}]}"
EU,EU.4020.3,"","","{""addresses"":[{""city"":"""",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""US""}],""name_aliases"":[{""full_name"":""alshafee el-sheikh""},{""full_name"":""elshafee el sheikh""},{""full_name"":""el shafee elsheikh""}],""citizenships"":[{""place"":"""",""country_code"":""GB""}],""birth_datas"":[{""date"":""1988-07-16"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""London"",""country_code"":""GB""}]}"
EU,EU.4021.65,"","","{""addresses"":[{""city"":""Aleppo"",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""SY""},{""city"":""Raqqa"",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""SY""}],""name_aliases"":[{""full_name"":""abu rayan""},{""full_name"":""muhammad bahrum naim anggih tamtomo""},{""full_name"":""anggih tamtomo""},{""full_name"":""bahrun naim""},{""full_name"":""abu aisyah""},{""full_name"":""abu rayyan""}],""citizenships"":[{""place"":"""",""country_code"":""ID""}],""birth_datas"":[{""date"":""1983-09-06"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Surakarta"",""city"":"""",""country_code"":""ID""}]}"
EU,EU.4022.30,"","","{""addresses"":[{""city"":""Mosul"",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""IQ""}],""name_aliases"":[{""full_name"":""saifuddin ingushi""},{""full_name"":""malik ruslanovich barkhanoev""},{""full_name"":""saifuddin al-ingushi""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1992-03-14"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Ordzhonikidzevskaya village"",""city"":"""",""country_code"":""RU""}]}"
EU,EU.4023.92,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""zurab iraklievich margoshvili""},{""full_name"":""murad akhmedovich madayev""},{""full_name"":""lova madayev""},{""full_name"":""abu-muslim al-shishani""},{""full_name"":""murad iraklievich margoshvili""}],""citizenships"":[{""place"":"""",""country_code"":""RU""},{""place"":"""",""country_code"":""GE""}],""birth_datas"":[{""date"":""1970-01-15"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Grozny"",""country_code"":""RU""}]}"
EU,EU.4040.5,"","","{""addresses"":[{""city"":"""",""street"":""Pasir Putih Prison"",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":""Nusa Kambangan Island"",""country_code"":""ID""}],""name_aliases"":[{""full_name"":""oman abdulrohman""},{""full_name"":""aman abdurrachman""},{""full_name"":""aman abdul rahman""},{""full_name"":""abu sulaiman aman abdurrahman al-arkhabiliy""},{""full_name"":""oman rahman""},{""full_name"":""oman abdurrahman""},{""full_name"":""aman abdurrahman""},{""full_name"":""oman rochman""},{""full_name"":""aman abdurahman""}],""citizenships"":[{""place"":"""",""country_code"":""ID""}],""birth_datas"":[{""date"":""1972-01-05"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Sumedang"",""country_code"":""ID""}]}"
EU,EU.4048.16,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""chun yong choe""},{""full_name"":""ch’oe ch’un-yo’ng""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[]}"
EU,EU.4136.50,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""chang-su han""},{""full_name"":""jang su han""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1969-11-08"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Pyongyang"",""country_code"":""""}]}"
EU,EU.4137.15,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""song chol jang""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1967-03-12"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4138.77,M,"","{""addresses"":[{""city"":"""",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""KP""}],""name_aliases"":[{""full_name"":""sung nam jang""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1970-07-14"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4139.42,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""cho ch’o’l-so’ng""},{""full_name"":""chol song jo""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1984-09-25"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4140.67,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""chol su kang""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1969-02-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4141.32,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""mun chol kim""},{""full_name"":""kim mun-ch’o’l""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1957-03-25"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4142.94,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""nam ung kim""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[]}"
EU,EU.4143.59,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""pak il-gyu""},{""full_name"":""il kyu pak""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[]}"
EU,EU.4108.74,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""andrey vladimirovich cherezov""},{""full_name"":""andrey vladimirovich tscheresow""},{""full_name"":""андрей владимирович черезов""},{""full_name"":""andrej wladimirowitsch tscheresow""},{""full_name"":""andrej vladimirovitj tjerezov""}],""citizenships"":[],""birth_datas"":[{""date"":""1967-10-12"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Salair"",""country_code"":""RU""}]}"
EU,EU.4109.39,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""евгений петрович грабчак""},{""full_name"":""evgeniy petrovich grabchak""}],""citizenships"":[],""birth_datas"":[{""date"":""1981-07-18"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Ust-Labinsk"",""country_code"":""RU""}]}"
EU,EU.4110.64,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""sergej anatoljewitsch topor-gilka""},{""full_name"":""sergey anatolevich topor-gilka""},{""full_name"":""сергей анатольевич топор-гилка""},{""full_name"":""topor-gilka, sergej anatoljevitj""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1970-02-17"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""MD""}]}"
EU,EU.3997.31,M,"Physical description: eye colour: brown; hair colour: dark; complexion: light brown; build: medium; height: 174cm; weight: 64kg; speaks English, Arabic.","{""addresses"":[{""city"":"""",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""SY""},{""city"":""Wallerfield, County of St. George East"",""street"":""LP# 41 Ballisier Road, Smith Field Lands"",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""TT""},{""city"":""Hatay"",""street"":""Reyhanli"",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""TR""},{""city"":""Enterprise Chaguanas"",""street"":""349 Dass Branch Trace, Dass Trace"",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""TT""}],""name_aliases"":[{""full_name"":""abu sa’d at-trinidadi""},{""full_name"":""shane dominic crawford""}],""citizenships"":[{""place"":"""",""country_code"":""TT""}],""birth_datas"":[{""date"":""1986-02-22"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Mount Hope"",""country_code"":""TT""}]}"
EU,EU.4091.72,M,Date of designation: 16.10.2017,"{""addresses"":[{""city"":"""",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""KP""}],""name_aliases"":[{""full_name"":""cho'ng-sik kim""},{""full_name"":""jong sik kim""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""year_range_from"":1967,""year_range_to"":1969,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4095.29,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""kim hyok chan""}],""citizenships"":[],""birth_datas"":[{""date"":""1970-06-09"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4261.63,M,UNLI-22.12.2017,"{""addresses"":[],""name_aliases"":[{""full_name"":""so’k min ch'oe""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1978-07-25"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4262.62,M,UNLI-22.12.2017,"{""addresses"":[],""name_aliases"":[{""full_name"":""hyok ju""},{""full_name"":""hyo’k chu""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1986-11-23"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4265.59,M,UNLI-22.12.2017,"{""addresses"":[{""city"":"""",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""LY""}],""name_aliases"":[{""full_name"":""kyong il kim""},{""full_name"":""kyo'ng-il kim""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1979-08-01"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4266.58,M,UNLI-22.12.2017,"{""addresses"":[],""name_aliases"":[{""full_name"":""tong chol kim""},{""full_name"":""tong-ch'o'l kim""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1966-01-28"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4267.57,M,UNLI-22.12.2017,"{""addresses"":[],""name_aliases"":[{""full_name"":""chol man ko""},{""full_name"":""ch'o'l-man ko""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1967-09-30"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4268.56,M,UNLI-22.12.2017,"{""addresses"":[{""city"":"""",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""LY""}],""name_aliases"":[{""full_name"":""cha-hyo’ng ku""},{""full_name"":""ja hyong ku""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1957-09-08"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4269.55,M,UNLI-22.12.2017,"{""addresses"":[],""name_aliases"":[{""full_name"":""kyong hwan mun""},{""full_name"":""kyo'ng-hwan mun""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1967-08-22"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4270.33,M,UNLI-22.12.2017,"{""addresses"":[],""name_aliases"":[{""full_name"":""won uk pae""},{""full_name"":""wo'n-uk pae""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1969-08-22"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4271.32,M,UNLI-22.12.2017,"{""addresses"":[],""name_aliases"":[{""full_name"":""bong nam pak""},{""full_name"":""wai ming lui""},{""full_name"":""pong nam pak""},{""full_name"":""pong-nam pak""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1969-05-06"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4273.30,M,UNLI-22.12.2017,"{""addresses"":[],""name_aliases"":[{""full_name"":""mun-il pak""},{""full_name"":""mun il pak""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1965-01-01"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4275.28,M,UNLI-22.12.2017,"{""addresses"":[],""name_aliases"":[{""full_name"":""ch'un-hwan ri""},{""full_name"":""chun hwan ri""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1957-08-21"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4277.26,M,UNLI-22.12.2017,"{""addresses"":[],""name_aliases"":[{""full_name"":""chun song ri""},{""full_name"":""ch’un-so’ng ri""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1965-10-30"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4278.25,M,UNLI-22.12.2017,"{""addresses"":[{""city"":"""",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""KP""}],""name_aliases"":[{""full_name"":""pyo’ng-ch’o’l ri""},{""full_name"":""ri pyong chol""},{""full_name"":""ri pyong chul""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""year"":1948,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4279.24,M,UNLI-22.12.2017,"{""addresses"":[],""name_aliases"":[{""full_name"":""cheng he li""},{""full_name"":""song hyok ri""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1965-03-19"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4280.2,M,UNLI-22.12.2017,"{""addresses"":[],""name_aliases"":[{""full_name"":""u’n so’ng ri""},{""full_name"":""eun song ri""},{""full_name"":""un song ri""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1969-07-23"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4281.1,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""choe chan il""}],""citizenships"":[],""birth_datas"":[]}"
EU,EU.4282.0,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""kim chol nam""}],""citizenships"":[],""birth_datas"":[]}"
EU,EU.4283.96,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""jon chol young""},{""full_name"":""jon chol yong""}],""citizenships"":[],""birth_datas"":[{""date"":""1975-04-30"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4284.95,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""an jong hyuk""},{""full_name"":""an jong hyok""}],""citizenships"":[],""birth_datas"":[{""date"":""1970-03-14"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4285.94,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""chol yun""},{""full_name"":""yun chol""}],""citizenships"":[],""birth_datas"":[]}"
EU,EU.4286.93,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""choe kwang hyok""}],""citizenships"":[],""birth_datas"":[]}"
EU,EU.4287.92,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""kim chang hyok""},{""full_name"":""james kim""}],""citizenships"":[],""birth_datas"":[{""date"":""1963-04-29"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""N. Hamgyong"",""city"":"""",""country_code"":""""}]}"
EU,EU.4288.91,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""park young han""}],""citizenships"":[],""birth_datas"":[]}"
EU,EU.4289.90,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""ryang su nyo""}],""citizenships"":[],""birth_datas"":[{""date"":""1959-08-11"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""JP""}]}"
EU,EU.4290.68,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""pyon won gun""}],""citizenships"":[],""birth_datas"":[{""date"":""1968-03-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""S. Phyongan"",""city"":"""",""country_code"":""""}]}"
EU,EU.4291.67,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""pae won chol""}],""citizenships"":[],""birth_datas"":[{""date"":""1969-08-30"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Pyongyang"",""city"":"""",""country_code"":""""}]}"
EU,EU.4292.66,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""ri sin song""}],""citizenships"":[],""birth_datas"":[]}"
EU,EU.4293.65,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""kim sung su""}],""citizenships"":[],""birth_datas"":[]}"
EU,EU.4294.64,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""kim pyong chol""}],""citizenships"":[],""birth_datas"":[]}"
EU,EU.4295.63,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""choe kwang su""}],""citizenships"":[],""birth_datas"":[{""date"":""1955-04-20"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4296.62,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""pak in su""},{""full_name"":""daniel pak""}],""citizenships"":[],""birth_datas"":[{""date"":""1957-05-22"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""N. Hamgyong"",""city"":"""",""country_code"":""""}]}"
EU,EU.4297.61,"","","{""addresses"":[],""name_aliases"":[{""full_name"":""son young-nam""}],""citizenships"":[],""birth_datas"":[]}"
EU,EU.4298.60,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""néstor luis reverol torres""}],""citizenships"":[],""birth_datas"":[{""date"":""1964-10-28"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4299.59,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""gustavo enrique gonzález lópez""}],""citizenships"":[],""birth_datas"":[{""date"":""1960-11-02"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4300.65,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""tibisay lucena ramírez""}],""citizenships"":[],""birth_datas"":[{""date"":""1959-04-26"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4301.64,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""antonio josé benavides torres""}],""citizenships"":[],""birth_datas"":[{""date"":""1961-06-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4302.63,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""maikel josé moreno pérez""}],""citizenships"":[],""birth_datas"":[{""date"":""1965-12-12"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4303.62,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""tarek william saab halabi""}],""citizenships"":[],""birth_datas"":[{""date"":""1963-09-10"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""El Tigre, Anzoátegui state"",""city"":"""",""country_code"":""VE""}]}"
EU,EU.4304.61,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""diosdado cabello rondón""}],""citizenships"":[],""birth_datas"":[{""date"":""1963-04-15"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4322.1,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""michael makuei lueth""}],""citizenships"":[],""birth_datas"":[{""year"":1947,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Bor"",""city"":"""",""country_code"":""SS""},{""year"":1947,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Bor"",""city"":"""",""country_code"":""SD""}]}"
EU,EU.4324.96,"",UNLI-01.02.2018,"{""addresses"":[],""name_aliases"":[{""full_name"":""guidon shimiray mwissa""}],""citizenships"":[],""birth_datas"":[{""date"":""1980-03-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Walikale"",""city"":""Kigoma"",""country_code"":""CD""}]}"
EU,EU.4325.95,"",UNLI-01.02.2018,"{""addresses"":[],""name_aliases"":[{""full_name"":""andré kalume""},{""full_name"":""lucien nzambamwita""}],""citizenships"":[{""place"":"""",""country_code"":""RW""}],""birth_datas"":[{""year"":1966,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Prefecture Byumba"",""city"":""Cellule Nyagitabire, Sector Ruvune, Commune Kinyami"",""country_code"":""RW""}]}"
EU,EU.4343.35,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""mohamed mazen ali yousef""},{""full_name"":""محمد مازن علي يوسف""}],""citizenships"":[],""birth_datas"":[{""date"":""1969-05-17"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Damascus countryside"",""city"":"""",""country_code"":""SY""}]}"
EU,EU.4344.34,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""عماد عبدالله سارة""},{""full_name"":""imad abdullah sara""}],""citizenships"":[],""birth_datas"":[{""year"":1968,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Damascus"",""country_code"":""SY""}]}"
EU,EU.4381.10,"",UNLI-06.03.2018,"{""addresses"":[{""city"":""Mosul"",""street"":""17 Tamoz"",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""IQ""},{""city"":""Tel Afar – Al-Saad, Mosul"",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""IQ""}],""name_aliases"":[{""full_name"":""salim mansur""},{""full_name"":""salim mustafa muhammad mansur al-ifri""},{""full_name"":""hajji salim al-shaklar""},{""full_name"":""salim mustafa muhammad al-mansur""},{""full_name"":""saleem al-ifri""},{""full_name"":""salim mansur mustafa""}],""citizenships"":[{""place"":"""",""country_code"":""IQ""}],""birth_datas"":[{""date"":""1962-02-20"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Baghdad"",""country_code"":""IQ""},{""year"":1959,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Nineveh Province"",""city"":""Tel Afar"",""country_code"":""IQ""}]}"
EU,EU.4382.9,"",UNLI-06.03.2018,"{""addresses"":[{""city"":""Al-Qaim"",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":""Al-Anbar Province"",""country_code"":""IQ""}],""name_aliases"":[{""full_name"":""umar al-kubaysi""},{""full_name"":""omar mahmood irhayyim al-fayyadh al-kobaisi""},{""full_name"":""umar mahmud irhayyim al-kubaysi""},{""full_name"":""umar mahmud rahim al-kubaysi""},{""full_name"":""omar mahmood irhayyim al-fayyadh""},{""full_name"":""umar mahmud rahim""},{""full_name"":""umar mahmud rahim al-qubaysi""},{""full_name"":""omar mahmood irhayyim""},{""full_name"":""umar mahmud arhaym""},{""full_name"":""umar mahmud al-kubaysi arhaym""}],""citizenships"":[{""place"":"""",""country_code"":""IQ""}],""birth_datas"":[{""date"":""1967-06-16"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Al-Anbar Province"",""city"":""Al-Qaim"",""country_code"":""IQ""},{""date"":""1967-01-01"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4385.6,"",UNLI-08.03.2018,"{""addresses"":[],""name_aliases"":[{""full_name"":""sheikh ahmed iman ali""},{""full_name"":""shaykh ahmad iman ali""},{""full_name"":""ahmed iman ali""},{""full_name"":""abu zinira""},{""full_name"":""ahmad iman ali""}],""citizenships"":[{""place"":"""",""country_code"":""KE""}],""birth_datas"":[{""year"":1973,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""KE""},{""year"":1974,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.4386.5,"",UNLI-08.03.2018,"{""addresses"":[{""city"":"""",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""SO""},{""city"":""Mombasa"",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""KE""}],""name_aliases"":[{""full_name"":""musa muhajir""},{""full_name"":""abdifatah abubakar abdi""}],""citizenships"":[{""place"":"""",""country_code"":""SO""}],""birth_datas"":[{""date"":""1982-04-15"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""SO""}]}"
EU,EU.4402.72,M,"","{""addresses"":[{""city"":""Damascus"",""street"":""Barzeh Street"",""po_box"":""P.O. Box 4470"",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""SY""}],""name_aliases"":[{""full_name"":""يوسف عجيب""},{""full_name"":""yusuf ajeeb""}],""citizenships"":[],""birth_datas"":[]}"
EU,EU.4403.71,M,"","{""addresses"":[{""city"":""Damascus"",""street"":"""",""po_box"":""P.O. Box 31983"",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""SY""}],""name_aliases"":[{""full_name"":""ماهر سليمان""},{""full_name"":""maher sulaiman""}],""citizenships"":[],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Lattakia"",""city"":"""",""country_code"":""SY""}]}"
EU,EU.4405.69,M,"","{""addresses"":[{""city"":""Damascus"",""street"":""Barzeh Street"",""po_box"":""P.O. Box 4470"",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""SY""}],""name_aliases"":[{""full_name"":""زهير فضلون""},{""full_name"":""zuhair fadhlun""}],""citizenships"":[],""birth_datas"":[]}"
