list_name,official_id,gender,additional_info,extra
EU,EU.7681.1,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""валерий петрович усатюк""},{""full_name"":""valerij petrovitj usatiuk""},{""full_name"":""valery petrovich usatyuk""}],""citizenships"":[],""birth_datas"":[{""date"":""1948-07-14"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7682.0,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""вячеслав степанович тимченко""},{""full_name"":""vjatjeslav stepanovitj timtjenko""},{""full_name"":""vyacheslav stepanovich timchenko""}],""citizenships"":[],""birth_datas"":[{""date"":""1950-11-20"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7683.96,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""владимир сергеевич кириенко""},{""full_name"":""vladimir sergeevich kiriyenko""},{""full_name"":""vladimir sergejevitj kirijenko""},{""full_name"":""vladimir sergejevič kirijenko""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1983-05-27"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Nizhny Novgorod"",""country_code"":""RU""}]}"
EU,EU.7684.95,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""пётр николаевич тултаев""},{""full_name"":""peter nikolayevich tultaev""},{""full_name"":""pjotr nikolajevitj tultajev""}],""citizenships"":[],""birth_datas"":[{""date"":""1961-01-01"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7685.94,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""олег владимирович цепкин""},{""full_name"":""oleg vladimirovitj tsepkin""},{""full_name"":""oleg vladimirovich tsepkin""}],""citizenships"":[],""birth_datas"":[{""date"":""1965-09-15"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7686.93,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""andrej andrejevič gurjev""},{""full_name"":""андрей aндреевич гурьев""},{""full_name"":""andrey andreevich guryev""},{""full_name"":""andrej andrejevitj gurjev""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1982-03-07"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Moscow"",""country_code"":""RU""}]}"
EU,EU.7687.92,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""людмила заумовна талабаева""},{""full_name"":""ljudmila zaumovna talabajeva""},{""full_name"":""lyudmila zaumovna talabayeva""}],""citizenships"":[],""birth_datas"":[{""date"":""1957-06-06"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7688.91,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""павел владимирович тараканов""},{""full_name"":""pavel vladimirovitj tarakanov""},{""full_name"":""pavel vladimirovich tarakanov""}],""citizenships"":[],""birth_datas"":[{""date"":""1982-06-21"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7689.90,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""олег поликарпович ткач""},{""full_name"":""oleg polikarpovich tkach""},{""full_name"":""oleg polikarpovitj tkatj""}],""citizenships"":[],""birth_datas"":[{""date"":""1967-09-23"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7690.68,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""валерий владимирович семёнов""},{""full_name"":""valery vladimirovich semyonov""},{""full_name"":""valerij vladimirovitj semjonov""}],""citizenships"":[],""birth_datas"":[{""date"":""1960-09-16"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7691.67,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""николай петрович семисотов""},{""full_name"":""nikolai petrovich semisotov""},{""full_name"":""nikolaj petrovitj semisotov""}],""citizenships"":[],""birth_datas"":[{""date"":""1968-12-02"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7692.66,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""dmitrij vladimirovič konov""},{""full_name"":""dmitry vladimirovich konov""},{""full_name"":""dmitrij vladimirovitj konov""},{""full_name"":""дмитрий владимирович конов""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1970-09-02"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Moscow"",""country_code"":""RU""}]}"
EU,EU.7693.65,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""ленар ринатович сафин""},{""full_name"":""lenar rinatovich safin""},{""full_name"":""lenar rinatovitj safin""}],""citizenships"":[],""birth_datas"":[{""date"":""1969-02-11"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7694.64,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""галина николаевна солодун""},{""full_name"":""galina nikolayevna solodun""},{""full_name"":""galina nikolajevna solodun""}],""citizenships"":[],""birth_datas"":[{""date"":""1968-01-26"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7695.63,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""никита дмитриевич мазепин""},{""full_name"":""nikita dmitrievich mazepin""},{""full_name"":""nikita dmitrijevitj mazepin""},{""full_name"":""nikita dmitrijevics mazepin""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1999-03-02"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Moscow"",""country_code"":""RU""}]}"
EU,EU.7696.62,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""наталия владимировна косихина""},{""full_name"":""natalija vladimirovna kosichina""},{""full_name"":""natalia vladimirovna kosykhina""}],""citizenships"":[],""birth_datas"":[{""date"":""1972-08-07"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7697.61,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""нина германовна куликовских""},{""full_name"":""nina germanovna kulikovskich""},{""full_name"":""nina germanovna kulikovskih""}],""citizenships"":[],""birth_datas"":[{""date"":""1961-02-05"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7698.60,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""елена борисовна шумилова""},{""full_name"":""elena borisovna shumilova""},{""full_name"":""jelena borisovna sjumilova""}],""citizenships"":[],""birth_datas"":[{""date"":""1978-04-01"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7699.59,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""ольга николаевна хохлова""},{""full_name"":""olga nikolajevna chochlova""},{""full_name"":""olga nikolayevna khokhlova""}],""citizenships"":[],""birth_datas"":[{""date"":""1957-11-18"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7700.65,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""артём геннадьевич шейкин""},{""full_name"":""artem gennadyevich sheikin""},{""full_name"":""artiom gennadjevitj sjejkin""}],""citizenships"":[],""birth_datas"":[{""date"":""1980-03-25"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7701.64,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""анатолий иванович широков""},{""full_name"":""anatoly ivanovich shirokov""},{""full_name"":""anatolij ivanovitj sjirokov""}],""citizenships"":[],""birth_datas"":[{""date"":""1967-12-29"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7702.63,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""sergej ivanovitj kisljak""},{""full_name"":""сергей иванович кисляк""},{""full_name"":""sergei ivanovich kislyak""}],""citizenships"":[],""birth_datas"":[{""date"":""1950-09-07"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7703.62,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""александр александрович савин""},{""full_name"":""alexander alexandrovich savin""},{""full_name"":""aleksandr aleksandrovitj savin""}],""citizenships"":[],""birth_datas"":[{""date"":""1962-01-28"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7704.61,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""tatiana anatoljevna sacharova""},{""full_name"":""татьяна анатольевна сахарова""},{""full_name"":""tatiana anatolyevna sakharova""}],""citizenships"":[],""birth_datas"":[{""date"":""1973-06-16"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7705.60,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""lyudmila nikolayevna skakovskaya""},{""full_name"":""людмила николаевна скаковская""},{""full_name"":""ljudmila nikolajevna skakovskaja""}],""citizenships"":[],""birth_datas"":[{""date"":""1961-11-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7706.59,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""sergej nikolajevitj kolbin""},{""full_name"":""sergey nikolayevich kolbin""},{""full_name"":""сергей николаевич колбин""}],""citizenships"":[],""birth_datas"":[{""date"":""1969-10-29"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7707.58,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""vladimir kazimirovitj kravtjenko""},{""full_name"":""владимир казимирович кравченко""},{""full_name"":""vladimir kasimirovich kravchenko""}],""citizenships"":[],""birth_datas"":[{""date"":""1964-06-12"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7708.57,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""grigorij petrovitj ledkov""},{""full_name"":""grigory petrovich ledkov""},{""full_name"":""григорий петрович ледков""}],""citizenships"":[],""birth_datas"":[{""date"":""1969-03-26"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7709.56,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""inna jurjevna svjatenko""},{""full_name"":""inna yuryevna svyatenko""},{""full_name"":""инна юрьевна святенко""}],""citizenships"":[],""birth_datas"":[{""date"":""1967-09-06"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7710.34,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""vladimir albertovitj lebedev""},{""full_name"":""владимир альбертович лебедев""},{""full_name"":""vladimir albertovich lebedev""}],""citizenships"":[],""birth_datas"":[{""date"":""1962-04-23"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7711.33,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""yulia viktorovna lazutkina""},{""full_name"":""юлия викторовна лазуткина""},{""full_name"":""julija viktorovna lazutkina""}],""citizenships"":[],""birth_datas"":[{""date"":""1981-03-11"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7712.32,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""evgeny stepanovich savchenko""},{""full_name"":""jevgenij stepanovitj savtjenko""},{""full_name"":""евгений степанович савченко""}],""citizenships"":[],""birth_datas"":[{""date"":""1950-04-08"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7713.31,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""алексей петрович майоров""},{""full_name"":""aleksej petrovitj majorov""},{""full_name"":""alexei petrovich mayorov""}],""citizenships"":[],""birth_datas"":[{""date"":""1961-12-29"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7714.30,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""игорь николаевич морозов""},{""full_name"":""igor nikolajevitj morozov""},{""full_name"":""igor nikolayevich morozov""}],""citizenships"":[],""birth_datas"":[{""date"":""1956-10-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7715.29,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""aleksandr konstantinovitj akimov""},{""full_name"":""александр константинович акимов""},{""full_name"":""alexander konstantinovich akimov""}],""citizenships"":[],""birth_datas"":[{""date"":""1954-11-10"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7716.28,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""sergej gerasimovitj mitin""},{""full_name"":""sergei gerasimovich mitin""},{""full_name"":""сергей герасимович митин""}],""citizenships"":[],""birth_datas"":[{""date"":""1951-06-14"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7717.27,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""sergey nikolayevich muratov""},{""full_name"":""сергей николаевич муратов""},{""full_name"":""sergej nikolajevitj muratov""}],""citizenships"":[],""birth_datas"":[{""date"":""1964-01-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7718.26,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""ivan nikolayevich abramov""},{""full_name"":""иван николаевич абрамов""},{""full_name"":""ivan nikolajevitj abramov""}],""citizenships"":[],""birth_datas"":[{""date"":""1978-06-16"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7719.25,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""farit mubarakshevich mukhametshin""},{""full_name"":""фарит мубаракшевич мухаметшин""},{""full_name"":""farit mubaraksjevitj muchametsjin""}],""citizenships"":[],""birth_datas"":[{""date"":""1947-01-31"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7720.3,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""сергей петрович михайлов""},{""full_name"":""sergei patrovich mikhailov""},{""full_name"":""sergej petrovitj michajlov""}],""citizenships"":[],""birth_datas"":[{""date"":""1965-05-22"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7721.2,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""мохмад исаевич ахмадов""},{""full_name"":""mohmad isaevich akhmadov""},{""full_name"":""mochmad isajevitj achmadov""}],""citizenships"":[],""birth_datas"":[{""date"":""1972-04-17"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7722.1,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""сергей александрович мартынов""},{""full_name"":""sergej aleksandrovitj martynov""},{""full_name"":""sergey alexandrovich martynov""}],""citizenships"":[],""birth_datas"":[{""date"":""1959-08-22"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7723.0,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""дмитрий владимирович савельев""},{""full_name"":""dmitry vladimirovich savelyev""},{""full_name"":""dmitrij vladimirovitj saveljev""}],""citizenships"":[],""birth_datas"":[{""date"":""1968-08-03"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7724.96,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""taimuraz dzhambekovich mamsurov""},{""full_name"":""tajmuraz dzambekovitj mamsurov""},{""full_name"":""таймураз дзамбекович мамсуров""}],""citizenships"":[],""birth_datas"":[{""date"":""1954-04-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7725.95,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""александр владимирович наролин""},{""full_name"":""alexander vladimirovich narolin""},{""full_name"":""aleksandr vladimirovitj narolin""}],""citizenships"":[],""birth_datas"":[{""date"":""1972-06-27"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7726.94,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""sergei petrovich arenin""},{""full_name"":""sergej petrovitj arenin""},{""full_name"":""сергей петрович аренин""}],""citizenships"":[],""birth_datas"":[{""date"":""1958-08-29"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7727.93,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""alexander valeryevich nikitin""},{""full_name"":""aleksandr valerjevitj nikitin""},{""full_name"":""александр валерьевич никитин""}],""citizenships"":[],""birth_datas"":[{""date"":""1976-04-26"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7728.92,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""boris aleksandrovitj nevzorov""},{""full_name"":""boris alexandrovich nevzorov""},{""full_name"":""борис александрович невзоров""}],""citizenships"":[],""birth_datas"":[{""date"":""1955-09-21"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7729.91,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""viktor feodosyevich novozhilov""},{""full_name"":""виктор феодосьевич новожилов""},{""full_name"":""viktor feodosievitj novozjilov""}],""citizenships"":[],""birth_datas"":[{""date"":""1965-02-16"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7730.69,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""jurij viktorovitj archarov""},{""full_name"":""yuri viktorovich arkharov""},{""full_name"":""юрий викторович архаров""}],""citizenships"":[],""birth_datas"":[{""date"":""1977-06-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7731.68,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""александр вячеславович новьюхов""},{""full_name"":""alexander vyacheslavovich noviukhov""},{""full_name"":""aleksandr vjatjeslavovitj novjuchov""}],""citizenships"":[],""birth_datas"":[{""date"":""1975-10-05"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7732.67,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""андрей анатольевич шевченко""},{""full_name"":""andrej anatoljevitj sjevtjenko""},{""full_name"":""andrei anatolyevich shevchenko""}],""citizenships"":[],""birth_datas"":[{""date"":""1965-05-29"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7733.66,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""вячеслав владимирович наговицын""},{""full_name"":""vjatjeslav vladimirovitj nagovitsyn""},{""full_name"":""vyacheslav vladimirovich nagovitsyn""}],""citizenships"":[],""birth_datas"":[{""date"":""1956-03-02"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7734.65,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""анатолий дмитриевич артамонов""},{""full_name"":""anatoly dmitrievich artamonov""},{""full_name"":""anatolij dmitrijevitj artamonov""}],""citizenships"":[],""birth_datas"":[{""date"":""1952-05-05"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7735.64,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""алексей владимирович синицын""},{""full_name"":""aleksej vladimirovitj sinitsyn""},{""full_name"":""alexei vladimirovich sinitsyn""}],""citizenships"":[],""birth_datas"":[{""date"":""1976-01-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7736.63,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""михаил александрович афанасов""},{""full_name"":""mikhail alexandrovich afanasov""},{""full_name"":""michail aleksandrovitj afanasov""}],""citizenships"":[],""birth_datas"":[{""date"":""1953-06-15"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7737.62,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""ахмат анзорович салпагаров""},{""full_name"":""achmat anzorovitj salpagarov""},{""full_name"":""akhmat anzorovich salpagarov""}],""citizenships"":[],""birth_datas"":[{""date"":""1962-12-31"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7738.61,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""олег александрович алексеев""},{""full_name"":""oleg aleksandrovich alekseev""},{""full_name"":""oleg aleksandrovitj aleksejev""}],""citizenships"":[],""birth_datas"":[{""date"":""1967-12-21"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7739.60,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""сергей николаевич рябухин""},{""full_name"":""sergej nikolajevitj rjabuchin""},{""full_name"":""sergey nikolayevich ryabukhin""}],""citizenships"":[],""birth_datas"":[{""date"":""1954-11-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7740.38,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""елена владимировна афанасьева""},{""full_name"":""yelena vladimirovna afanaseva""},{""full_name"":""jelena vladimirovna afanasieva""}],""citizenships"":[],""birth_datas"":[{""date"":""1975-03-27"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7742.36,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""ирина валерьевна рукавишникова""},{""full_name"":""irina valerjevna rukavisjnikova""},{""full_name"":""irina valeryevna rukavishnikova""}],""citizenships"":[],""birth_datas"":[{""date"":""1973-02-03"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7743.35,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""александр давыдович башкин""},{""full_name"":""alexander davidovich bashkin""},{""full_name"":""aleksandr davydovitj basjkin""}],""citizenships"":[],""birth_datas"":[{""date"":""1962-06-10"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7745.33,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""григорий алексеевич рапота""},{""full_name"":""grigorij alexejevitj rapota""},{""full_name"":""grigoriy alexeyevich rapota""}],""citizenships"":[],""birth_datas"":[{""date"":""1944-02-05"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7746.32,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""андрей александрович базилевский""},{""full_name"":""andrey alexandrovich bazilevsky""},{""full_name"":""andrej aleksandrovitj bazilevskij""}],""citizenships"":[],""birth_datas"":[{""date"":""1967-02-24"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7747.31,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""мухарбек ойбертович барахоев""},{""full_name"":""mukharbek oybertovich barakhoyev""},{""full_name"":""micharbek ojbertovitj barachojev""}],""citizenships"":[],""birth_datas"":[{""date"":""1971-01-04"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7748.30,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""алексей маратович орлов""},{""full_name"":""aleksej maratovitj orlov""},{""full_name"":""alexei maratovich orlov""}],""citizenships"":[],""birth_datas"":[{""date"":""1961-10-09"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7749.29,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""дина ивановна оюн""},{""full_name"":""dina ivanovna ojun""},{""full_name"":""dina ivanovna oyun""}],""citizenships"":[],""birth_datas"":[{""date"":""1963-06-25"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7750.7,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""анна ивановна отке""},{""full_name"":""anna ivanovna otke""}],""citizenships"":[],""birth_datas"":[{""date"":""1974-12-21"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7751.6,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""сергей вячеславович безденежных""},{""full_name"":""sergei vyacheslavovich bezdenezhnykh""},{""full_name"":""sergej vjatjeslavovitj bezdenezjnych""}],""citizenships"":[],""birth_datas"":[{""date"":""1979-08-25"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7752.5,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""геннадий иванович орденов""},{""full_name"":""gennadij ivanovitj ordenov""},{""full_name"":""gennady ivanovich ordenov""}],""citizenships"":[],""birth_datas"":[{""date"":""1957-09-04"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7753.4,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""alexander yuryevich pronyushkin""},{""full_name"":""aleksandr jurjevitj pronjusjkin""},{""full_name"":""александр юрьевич пронюшкин""}],""citizenships"":[],""birth_datas"":[{""date"":""1987-07-31"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.7754.3,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""viktor nikolayevich bondarev""},{""full_name"":""viktor nikolajevitj bondarev""},{""full_name"":""виктор николаевич бондарев""}],""citizenships"":[],""birth_datas"":[{""date"":""1959-12-07"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
